title,artist,albumTitle,bpm,key,comment,year,location
If That's Your Boyfriend (He Wasn't Last Night),Meshell Ndegeocello,Plantation Lullabies,106.039078,12M,"R&B; Alternative Soul; sultry bass-driven groove, live instrumentation, provocative vocal delivery; bold 90s neo-soul emergence addressing fluid sexuality; US, early 90s.",1993,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Fortune 500 June/03 If That's Your Boyfriend (He Wasn't Last Night).m4a
Long Hot Summer - Single Version,The Style Council,Greatest Hits,87.012543,3D,"Soul; Sophisti-pop; lush orchestral strings, mellow Rhodes piano, smooth jazz-funk bass; sun-drenched British blue-eyed soul elegance; UK, mid-80s reissue.",2000,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Fortune 500 June/03 Long Hot Summer - Single Version.m4a
Look Up! - Remastered,Patrice Rushen,Posh (Remastered),130.472992,4M,"Jazz-Funk; Fusion; sophisticated keys, punchy horn stabs, syncopated bassline grooves; uplifting studio polish meets sophisticated dancefloor energy; Los Angeles, early 80s remaster.",2017,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Fortune 500 June/03 Look Up! - Remastered.m4a
Picadillo - Carl Craig's Breakdown Version,"Johnny Blas, Carl Craig",The New Latinaires,118.441475,2M,"Detroit Techno; Latin-Infused Techno; stripped-down percussion, hypnotic Latin rhythms, Craig's signature minimal deconstruction; cerebral dancefloor fusion bridging Afro-Cuban roots with Motor City futurism; Detroit/Latin crossover, late 90s.",1999,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Fortune 500 June/03 Picadillo - Carl Craig's Breakdown Version.m4a
Today (feat. Sui Zhen),"Tornado Wallace, Sui Zhen",Lonely Planet,118.999748,12M,"House; Nu-Disco; shimmering synths, rolling bassline, ethereal vocals, warm analog textures; dreamy sunset sessions and balearic-tinged dancefloors; Melbourne, late 2010s.",2017,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Fortune 500 June/03 Today (feat. Sui Zhen).m4a
Total Control,The Motels,The Motels,83.393997,3D,"New Wave; Post-Punk; angular guitars, pulsing bass lines, urgent vocals, stripped-down production; raw late-70s LA punk-to-pop transition; California, 1979.",1979,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Fortune 500 June/03 Total Control.m4a
Can't You See I'm Fired Up,Mass Production,In The Purest Form,133.423386,7M,"Funk; Post-Disco; driving bassline, punchy horns, syncopated rhythms, energetic vocals; prime-time dancefloor burner from Southern soul-funk collective; North Carolina, late 70s.",1979,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Fortune 500 June/04 Can't You See I'm Fired Up.m4a
Fifty-fifty Clown,Cocteau Twins,Heaven or Las Vegas,90.087311,10D,"Dream Pop; Ethereal Wave; shimmering guitars, reversed textures, Elizabeth Fraser's otherworldly vocals layered over hypnotic basslines; melancholic Scottish atmospherics; UK, early 90s.",1990,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Fortune 500 June/04 Fifty-fifty Clown.m4a
If You Leave Me Now,Chicago,Chicago X,104.664635,6D,"Soft Rock; Adult Contemporary; lush orchestral strings, gentle piano, romantic brass arrangements; heartfelt American radio ballad perfection; Chicago, mid-70s.",1976,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Fortune 500 June/04 If You Leave Me Now.m4a
"Love Me Tonight (Love, Love, Love)",Fern Kinney,Fern,119.789688,2M,"Disco; Boogie; lush strings, bubbly bassline, shimmering production, euphoric vocals; romantic dancefloor magic from the post-Studio 54 era; US, early 80s crossover.",1981,"/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Fortune 500 June/04 Love Me Tonight (Love, Love, Love).m4a"
Mine To Give,Photek,Solaris,122.999214,1M,"Drum and Bass; Downtempo/Atmospheric; lush strings, crisp breaks, cinematic pads, soulful vocal chops; introspective late-night headphone journey; UK, Y2K intelligent D&B era.",2000,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Fortune 500 June/04 Mine To Give.m4a
Peg,Steely Dan,Aja,116.916222,2D,"Jazz Rock; Yacht Rock; slick guitar solos, lush vocal harmonies, pristine studio production; sophisticated radio-friendly coastal grooves; Los Angeles, late 70s.",1977,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Fortune 500 June/04 Peg.m4a
Queen of Clubs,KC & The Sunshine Band,Do It Good,132.873276,3D,"Disco; Funk-infused dance; punchy brass stabs, infectious rhythm guitar, tight percussion grooves; sweaty dancefloor hedonism and glitter ball euphoria; Miami, mid-70s.",1974,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Fortune 500 June/04 Queen of Clubs.m4a
Rhiannon,Fleetwood Mac,Fleetwood Mac,128.99881,12D,"Rock; Folk Rock; mystical guitar arpeggios, hypnotic rhythm section, ethereal vocals with witchy narrative; California studio craftsmanship meets Celtic mythology; US West Coast, mid-70s singer-songwriter era.",1975,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Fortune 500 June/04 Rhiannon.m4a
Rockin' Back Inside My Heart,Julee Cruise,Floating Into The Night,84.919632,6D,"Dream Pop; Ethereal Slowcore; lush reverb-drenched synths, hypnotic drum machine, angelic vocals float over glacial tempos; Twin Peaks soundtrack mystique meets nocturnal introspection; USA, late 80s.",1989,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Fortune 500 June/04 Rockin' Back Inside My Heart.m4a
Waiting for a Girl like You,Foreigner,4 (Expanded),101.349937,7M,"Rock; Power Ballad; lush synthesizers, soaring vocals, emotional guitar leads, polished AOR production; passionate longing meets arena-rock grandeur; US, early 80s.",1981,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Fortune 500 June/04 Waiting for a Girl like You.m4a
You Belong to Me,The Doobie Brothers,Livin' on the Fault Line,101.30703,9M,"Soft Rock; Yacht Rock; smooth Rhodes piano, tight harmonies, pristine string arrangements; sophisticated late-night California groove for sunset cocktails; US West Coast, late 70s.",1977,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Fortune 500 June/04 You Belong to Me.m4a
You Got the Stuff,Bill Withers,'Bout Love,103.09211,2M,"Soul; Funk-Soul; groovy bassline, tight horn stabs, warm analog production; feel-good dancefloor energy with classic swagger; USA, late 70s.",1978,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Fortune 500 June/04 You Got the Stuff.m4a
Cloudbusting,Kate Bush,Hounds Of Love,112.79837,6D,"Art Pop; Progressive Pop; lush orchestral strings, thundering timbales, dramatic vocal crescendos; cinematic storytelling with epic emotional sweep; UK, mid-80s.",1985,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Fortune 500 June/05 Cloudbusting.m4a
Ego Tripping,Nikki Giovanni,Truth Is on Its Way,85.201614,5M,"Spoken Word; Jazz-infused Hip-Hop; laid-back boom-bap drums, warm bass, poetic vocal delivery over mellow instrumentation; intimate late-night urban poetry lounge; US, 2020s.",2021,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Fortune 500 June/05 Ego Tripping.m4a
Fat Cat Song,Slum Village,"Fan-Tas-Tic, Vol. 1",93.421478,1D,"Hip Hop; Soulful Boom Bap; dusty drum breaks, warm bass grooves, jazz-inflected samples; laid-back Detroit underground cipher vibes; Michigan, mid-2000s.",2006,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Fortune 500 June/05 Fat Cat Song.m4a
For Your Love,Peter Brown,A Fantasy Love Affair,97.328659,7M,"Disco; Orchestral Disco; lush strings, punchy brass stabs, slick bassline, steady four-on-the-floor groove; sophisticated late-night dancefloor elegance; US, late 70s.",1977,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Fortune 500 June/05 For Your Love.m4a
Gimme Some More,Labi Siffre,"Crying, Laughing, Loving, Lying",97.886559,11D,"Soul; Funk-Soul; warm brass stabs, crisp breakbeat drums, groovy bassline, vintage analog warmth; feel-good dancefloor energy meets raw street swagger; UK, early 70s.",1972,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Fortune 500 June/05 Gimme Some More.m4a
I Want To Break Free - Remastered 2011,Queen,Greatest Hits II (Remastered),108.902603,5D,"Rock; Pop Rock; crisp vocals, bright piano chords, funky bass groove, polished 80s production; anthemic stadium singalong with cheeky defiance; UK, 1984.",1991,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Fortune 500 June/05 I Want To Break Free - Remastered 2011.m4a
Living On The Ceiling,Blancmange,Happy Families,115.457443,3M,"New Wave; Synth-pop; quirky analog synths, funky slap bass, robotic vocals, oriental melodic flourishes; eccentric British electronic experimentation; UK, early 80s.",1982,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Fortune 500 June/05 Living On The Ceiling.m4a
Moonlight and Muzak,"M / Robin Scott, Robin Scott","New York, London, Paris, Munich",131.138275,3M,"Pop; Electro-Funk; quirky synth stabs, funky bassline, robotic vocal effects, minimalist drum machine; playful French new wave experimentation; UK/France, late 70s new wave emergence.",1979,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Fortune 500 June/05 Moonlight and Muzak.m4a
The Joker,Steve Miller Band,The Joker,81.715263,12D,"Rock; Blues Rock; lazy shuffling groove, memorable whistled hook, psychedelic guitar licks; laid-back Californian summer vibes; USA, early 70s.",1973,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Fortune 500 June/05 The Joker.m4a
WHATCHU KNO ABOUT ME (feat. Sexyy Red),"GloRilla, Sexyy Red",GLORIOUS,83.500076,9M,"Hip-Hop; Memphis/Southern Trap; hard-hitting 808s, minimalist production, aggressive vocal delivery; raw street anthem energy; Memphis/St. Louis, mid-2020s.",2024,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Fortune 500 June/05 WHATCHU KNO ABOUT ME (feat. Sexyy Red).m4a
Where Everybody Knows Your Name (Cheers Theme),Gary Portnoy,Keeper,89.689705,11D,"TV Theme; Soft Rock/Adult Contemporary; warm piano chords, gentle acoustic guitar, orchestral swells, sing-along chorus; nostalgic American sitcom comfort and camaraderie; USA, 1980s.",2004,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Fortune 500 June/05 Where Everybody Knows Your Name (Cheers Theme).m4a
Computer Games,Mi-Sex,Graffiti Crimes,117.682724,12D,"New Wave; Synth-pop; pulsing analog synthesizers, robotic vocals, angular post-punk bass, futuristic bleeps; pioneering Australasian electronic rock innovation; New Zealand/Australia, late 70s.",1979,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Fortune 500 June/06 Computer Games.m4a
If You Don't Know Me By Now,"Jean Carn, The Temptations",Trust Me,94.832802,12M,"Soul; Quiet Storm; lush strings, silky vocals, smooth bass lines, polished production; intimate late-night radio warmth; Philadelphia/Detroit, early 80s sophistication.",1982,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Fortune 500 June/06 If You Don't Know Me By Now.m4a
Liberation Conversation,Marlena Shaw,The Spice Of Life,114.352234,9M,"Soul; Jazz-Soul; sultry brass arrangements, punchy rhythmic breaks, sophisticated orchestration; empowering late-60s vocal powerhouse grooves; US, 1969.",1969,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Fortune 500 June/06 Liberation Conversation.m4a
Reminiscing - Remastered 2010,Little River Band,Sleeper Catcher (Remastered 2022),94.197479,3M,"Soft Rock; Yacht Rock; lush string arrangements, smooth vocal harmonies, gentle acoustic guitar; breezy summer romance vibes; Australia, late 70s AOR perfection.",1978,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Fortune 500 June/06 Reminiscing - Remastered 2010.m4a
The Full Cleveland,Starbuck,The Lost Masters,152.192444,2D,"Funk; Nu-Disco; punchy brass stabs, tight rhythm guitar, infectious bassline groove; energetic retro-modern dance floor burner; US, late 2010s.",2017,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Fortune 500 June/06 The Full Cleveland.m4a
The Hissing of Summer Lawns,Joni Mitchell,The Hissing of Summer Lawns,143.695694,3D,"Jazz Fusion; Progressive Folk-Jazz; intricate percussion, talking drums, layered Moog textures, conversational vocals; sophisticated suburban commentary meets African polyrhythms; Los Angeles, mid-70s experimental singer-songwriter innovation.",1975,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Fortune 500 June/06 The Hissing of Summer Lawns.m4a
"Use It Up and Wear It Out - 12"" Single Edit",Odyssey,Hang Together (Expanded Edition),126.365921,1D,"Disco; Post-Disco; infectious vocal hooks, punchy horn stabs, relentless four-on-the-floor groove; euphoric peak-time dancefloor energy; US, early 80s crossover era.",1980,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Fortune 500 June/06 Use It Up and Wear It Out - 12_ Single Edit.m4a
A Fool in Line - Re-Recorded,Starbuck,"Deep Down in My Rock Soul, Vol.1 (Re-Recorded)",106.081665,12M,"Soft Rock; Yacht Rock; lush vocal harmonies, smooth guitar licks, polished production; breezy summertime nostalgia with sophisticated pop craftsmanship; USA, contemporary re-recording of 70s classic.",2018,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Fortune 500 June/07 A Fool in Line - Re-Recorded.m4a
Arrow Through Me - Remastered 1993,Wings,Back To The Egg,85.970192,4D,"Soft Rock; Blue-eyed Soul; warm Rhodes piano, lush strings, laid-back groove with Latin percussion accents; McCartney's post-Beatles pop sophistication; UK, late 70s.",1979,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Fortune 500 June/07 Arrow Through Me - Remastered 1993.m4a
Celia,The Motels,The Motels,109.733826,4D,"New Wave; Post-Punk; jangly guitars, moody bassline, Martha Davis's striking vocals, atmospheric production; downtown LA art-rock sophistication; California, late 70s.",1979,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Fortune 500 June/07 Celia.m4a
Contemplating Jazz,Attica Blues,The Man From Mo’ Wax (Original Motion Picture Soundtrack),129.972336,5M,"Trip Hop; Downtempo; lush breakbeats, warm Rhodes keys, organic textures; introspective after-hours warmth channeling Bristol's pioneering sound; UK, late 2010s.",2018,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Fortune 500 June/07 Contemplating Jazz.m4a
It Keeps You Runnin',The Doobie Brothers,Takin' It to the Streets,132.532166,2D,"Rock; Blue-eyed Soul; punchy horn stabs, groove-heavy bass line, Hammond organ swells; West Coast studio sophistication meets R&B dancefloor energy; California, mid-70s.",1976,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Fortune 500 June/07 It Keeps You Runnin'.m4a
"Jump to It - 12"" Mix",Aretha Franklin,"Love, Luther",119.667801,6M,"R&B; Post-Disco; punchy Luther Vandross production, crisp programmed drums, infectious bassline grooves; Detroit soul queen meets NYC dance floor sophistication; USA, 1982.",2007,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Fortune 500 June/08 Jump to It - 12_ Mix.m4a
Saudade Vem Correndo,"Stan Getz, Luiz Bonfá, Maria Toledo",Jazz Samba Encore!,90.476135,5D,"Bossa Nova; Brazilian Jazz; intimate nylon guitar, breathy saxophone improvisations, gentle sway rhythm; romantic Rio de Janeiro sunset session; Brazil, golden era 1963.",1963,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Fortune 500 June/08 Saudade Vem Correndo.m4a
All Over Your Face,Ronnie Dyson,Constantly,117.809158,2M,"Disco; Soul-Disco; lush orchestral strings, punchy horns, silky vocals over four-on-the-floor groove; classic Studio 54 euphoria; New York, 1970s reissue.",2007,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Fortune 500 June/09 All Over Your Face.m4a
Eleanor Rigby - Remastered,Oscar Peterson,Motions & Emotions,147.019684,9M,"Jazz; Vocal Jazz/Standards; nimble piano runs, swinging rhythms, sophisticated harmonic reinterpretation; elegant lounge sophistication meets Beatles tribute; Canada, 2010s remaster of classic arrangement.",2014,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Fortune 500 June/09 Eleanor Rigby - Remastered.m4a
Good love,Rome jeffries,Rare Funk & Disco 36,110.580612,12M,"House; Soulful House; warm vocal samples, rolling bassline, crisp percussion; blissful sunrise warmth meets classic garage soul energy; US, early 2000s.",2000,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Fortune 500 June/09 Good love.m4a
It's A Pleasure,Sheree Brown,Straight Ahead,96.199501,6D,"Boogie/Funk; Disco-Funk; warm bassline grooves, silky strings, rhythmic guitar stabs; sophisticated dancefloor seduction with soulful vocals; US, early 80s transition era.",1981,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Fortune 500 June/09 It's A Pleasure.m4a
Let's Get Busy (East End Goes North Mix) [Remaster] - East End Goes North Mix Remaster,Clubland,"Remixed for Life, Vol. 3 (1992 Vs. 2020)",121.892471,2M,"House; UK Garage; shuffled breaks, skippy percussion, reese bassline, classic rave stabs; nostalgic British underground energy; UK, remastered 90s original with northern flair.",2020,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Fortune 500 June/09 Let's Get Busy (East End Goes North Mix) [Remaster] - East End Goes North Mix Remaster.m4a
What Ever's Your Sign (You Got To Be Mine) Part 1,Prophecy,Mainstream Disco Funk,108.453522,1M,"Disco; Boogie; warm analog synths, punchy bass, crisp drum breaks, vintage vocal samples; feel-good roller rink vibes; US-inspired revival, 2020s.",2023,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - Fortune 500 June/09 What Ever's Your Sign (You Got To Be Mine) Part 1.m4a
